item_id,feature_category_id,feature_value_id,remap_value_id
6893,63,593,14
6893,65,521,0
6893,68,373,0
6893,69,639,6
6893,72,75,0
6893,73,544,0
6905,-1,0,0
6905,3,793,0
6905,4,618,0
6905,5,605,0
6905,7,452,4
6905,15,133,0
6905,17,378,0
6905,19,112,4
6905,26,44,5
6905,32,522,2
6905,34,275,1
6905,41,145,5
6905,44,220,11
6905,45,559,0
6905,46,783,1
6905,47,36,3
6905,50,317,0
6905,55,185,36
6905,56,365,0
6905,61,706,1
6905,63,861,0
6905,65,521,0
6905,68,351,1
6905,69,740,5
6905,72,7,3
6905,73,91,1
6916,-1,0,0
6916,3,793,0
6916,4,618,0
6916,5,605,0
6916,7,452,4
6916,15,548,4
6916,17,378,0
6916,19,700,1
6916,26,507,4
6916,32,522,2
6916,34,275,1
6916,41,181,1
6916,44,515,1
6916,45,559,0
6916,46,825,0
6916,47,36,3
6916,50,317,0
6916,55,267,0
6916,56,365,0
6916,61,706,1
6916,63,861,0
6916,65,521,0
6916,68,767,24
6916,69,780,3
6916,72,7,3
6916,73,544,0
6984,-1,1,1
6984,3,793,0
6984,4,618,0
6984,5,58,1
6984,7,452,4
6984,15,548,4
6984,17,378,0
6984,19,700,1
6984,26,126,6
6984,32,352,3
6984,34,275,1
6984,41,151,0
6984,44,556,0
6984,45,559,0
6984,46,825,0
6984,47,36,3
6984,50,317,0
6984,55,704,1
6984,56,365,0
6984,61,706,1
6984,63,861,0
6984,65,521,0
6984,68,351,1
6984,69,538,0
6984,72,219,2
6984,73,544,0
6991,-1,1,1
6991,4,618,0
6991,7,394,5
6991,17,378,0
6991,35,370,2
6991,43,788,0
6991,47,165,11
6991,50,317,0
6991,52,756,1
6991,53,6,1
6991,55,267,0
6991,56,365,0
6991,61,808,3
6991,62,15,1
6991,63,861,0
6991,65,550,2
6991,68,106,26
6991,69,805,2
6991,72,75,0
6991,73,544,0
6999,-1,1,1
6999,2,53,0
6999,23,510,0
6999,31,768,0
6999,36,830,2
6999,37,469,0
6999,38,440,4
6999,39,731,0
6999,42,409,0
6999,47,512,4
6999,49,465,0
6999,50,317,0
6999,51,597,0
6999,55,267,0
6999,56,365,0
6999,61,706,1
6999,67,349,0
6999,68,895,5
6999,73,544,0
7006,-1,1,1
7006,4,618,0
7006,7,394,5
7006,24,588,1
7006,28,282,2
7006,29,386,1
7006,33,36,4
7006,47,123,5
7006,50,240,1
7006,53,6,1
7006,55,267,0
7006,56,365,0
7006,61,462,0
7006,62,801,0
7006,63,861,0
7006,68,351,1
7006,69,885,4
7006,72,75,0
7006,73,544,0
7009,-1,1,1
7009,3,889,1
7009,4,618,0
7009,5,605,0
7009,7,536,2
7009,15,656,6
7009,17,378,0
7009,19,700,1
7009,26,507,4
7009,30,194,2
7009,30,482,1
7009,30,478,3
7009,30,564,0
7009,30,847,4
7009,32,522,2
7009,41,145,5
7009,44,725,17
7009,45,559,0
7009,46,783,1
7009,47,36,3
7009,50,317,0
7009,55,267,0
7009,56,365,0
7009,61,808,3
7009,63,861,0
7009,65,521,0
7009,68,351,1
7009,69,740,5
7009,72,75,0
7009,73,544,0
7011,-1,1,1
7011,4,618,0
7011,7,394,5
7011,24,588,1
7011,28,437,0
7011,29,386,1
7011,33,36,4
7011,47,123,5
7011,50,240,1
7011,53,444,2
7011,55,267,0
7011,56,365,0
7011,61,462,0
7011,62,801,0
7011,63,861,0
7011,68,351,1
7011,69,885,4
7011,72,75,0
7011,73,544,0
7019,-1,1,1
7019,3,793,0
7019,4,618,0
7019,5,605,0
7019,7,490,7
7019,11,859,2
7019,17,378,0
7019,18,79,2
7019,19,769,6
7019,26,268,0
7019,32,902,0
7019,45,559,0
7019,46,825,0
7019,47,549,1
7019,50,240,1
7019,55,267,0
7019,56,365,0
7019,59,387,2
7019,61,462,0
7019,63,861,0
7019,65,521,0
7019,68,373,0
7019,69,780,3
7019,72,75,0
7019,73,544,0
7021,-1,1,1
7021,2,53,0
7021,23,510,0
7021,31,768,0
7021,36,858,0
7021,37,469,0
7021,38,138,0
7021,39,731,0
7021,42,409,0
7021,47,512,4
7021,49,465,0
7021,50,317,0
7021,51,597,0
7021,55,267,0
7021,56,365,0
7021,61,706,1
7021,67,349,0
7021,68,479,28
7021,73,544,0
7028,-1,0,0
7028,4,618,0
7028,7,298,24
7028,17,378,0
7028,35,272,0
7028,43,788,0
7028,47,165,11
7028,50,317,0
7028,52,227,0
7028,53,444,2
7028,55,267,0
7028,56,365,0
7028,61,808,3
7028,62,801,0
7028,63,861,0
7028,65,454,5
7028,68,745,10
7028,69,511,16
7028,72,75,0
7028,73,544,0
7041,-1,1,1
7041,4,618,0
7041,7,394,5
7041,24,588,1
7041,28,437,0
7041,29,123,0
7041,33,764,0
7041,47,123,5
7041,50,901,2
7041,53,6,1
7041,55,267,0
7041,56,365,0
7041,61,462,0
7041,62,801,0
7041,63,861,0
7041,68,739,4
7041,69,885,4
7041,72,75,0
7041,73,544,0
7047,-1,0,0
7047,3,793,0
7047,4,618,0
7047,5,605,0
7047,7,777,10
7047,11,676,3
7047,17,378,0
7047,18,158,3
7047,19,545,13
7047,26,168,10
7047,32,522,2
7047,34,275,1
7047,45,559,0
7047,46,825,0
7047,47,549,1
7047,50,317,0
7047,55,374,15
7047,56,365,0
7047,59,856,1
7047,61,706,1
7047,63,861,0
7047,65,521,0
7047,68,351,1
7047,69,592,1
7047,72,263,4
7047,73,544,0
7049,-1,1,1
7049,3,793,0
7049,4,618,0
7049,5,605,0
7049,7,536,2
7049,15,451,2
7049,17,378,0
7049,19,700,1
7049,26,13,7
7049,32,522,2
7049,41,826,4
7049,44,51,4
7049,45,559,0
7049,46,783,1
7049,47,36,3
7049,50,317,0
7049,55,267,0
7049,56,365,0
7049,61,898,2
7049,63,861,0
7049,65,521,0
7049,68,351,1
7049,69,885,4
7049,72,75,0
7049,73,544,0
7052,-1,1,1
7052,3,793,0
7052,4,618,0
7052,5,605,0
7052,7,452,4
7052,11,859,2
7052,17,378,0
7052,18,817,1
7052,19,112,4
7052,26,268,0
7052,32,902,0
7052,34,275,1
7052,45,559,0
7052,46,825,0
7052,47,549,1
7052,50,240,1
7052,55,683,4
7052,56,365,0
7052,59,180,0
7052,61,706,1
7052,63,861,0
7052,65,610,1
7052,68,351,1
7052,69,592,1
7052,72,7,3
7052,73,91,1
7053,-1,1,1
7053,3,793,0
7053,4,862,4
7053,4,719,1
7053,5,605,0
7053,7,82,8
7053,11,859,2
7053,17,378,0
7053,18,158,3
7053,19,765,3
7053,26,113,1
7053,32,902,0
7053,34,275,1
7053,45,559,0
7053,46,825,0
7053,47,549,1
7053,50,317,0
7053,55,803,16
7053,56,365,0
7053,59,180,0
7053,61,706,1
7053,63,816,1
7053,65,521,0
7053,68,351,1
7053,69,592,1
7053,72,7,3
7053,73,91,1
7055,-1,1,1
7055,3,793,0
7055,4,618,0
7055,5,605,0
7055,7,452,4
7055,11,859,2
7055,17,378,0
7055,18,817,1
7055,19,545,13
7055,26,113,1
7055,32,902,0
7055,34,275,1
7055,45,559,0
7055,46,825,0
7055,47,549,1
7055,50,317,0
7055,55,201,41
7055,56,365,0
7055,59,180,0
7055,61,706,1
7055,63,861,0
7055,65,521,0
7055,68,351,1
7055,69,592,1
7055,72,263,4
7055,73,91,1
7056,-1,1,1
7056,3,793,0
7056,4,505,3
7056,5,605,0
7056,7,315,25
7056,8,636,1
7056,10,287,1
7056,17,378,0
7056,25,687,1
7056,26,268,0
7056,32,902,0
7056,45,559,0
7056,46,825,0
7056,47,273,10
7056,50,317,0
7056,55,105,37
7056,56,365,0
7056,57,811,2
7056,58,299,0
7056,59,180,0
7056,61,706,1
7056,63,187,15
7056,68,596,13
7056,69,805,2
7056,72,75,0
7056,73,544,0
7068,-1,1,1
7068,3,793,0
7068,4,618,0
7068,5,58,1
7068,7,619,3
7068,11,676,3
7068,17,378,0
7068,18,289,0
7068,19,545,13
7068,26,507,4
7068,32,522,2
7068,45,559,0
7068,46,825,0
7068,47,549,1
7068,50,317,0
7068,55,267,0
7068,56,365,0
7068,59,180,0
7068,61,706,1
7068,63,861,0
7068,65,521,0
7068,68,97,36
7068,69,592,1
7068,72,75,0
7068,73,544,0
7076,-1,1,1
7076,3,793,0
7076,4,618,0
7076,5,605,0
7076,7,452,4
7076,11,633,11
7076,17,378,0
7076,18,817,1
7076,19,487,18
7076,26,268,0
7076,32,286,1
7076,45,559,0
7076,46,825,0
7076,47,549,1
7076,50,240,1
7076,55,267,0
7076,56,868,5
7076,59,856,1
7076,61,898,2
7076,63,861,0
7076,65,521,0
7076,68,474,37
7076,69,592,1
7076,72,75,0
7076,73,544,0
7081,-1,0,0
7081,3,793,0
7081,4,618,0
7081,5,605,0
7081,7,798,1
7081,11,109,1
7081,17,378,0
7081,18,289,0
7081,19,765,3
7081,26,268,0
7081,32,286,1
7081,45,559,0
7081,46,825,0
7081,47,549,1
7081,50,317,0
7081,55,267,0
7081,56,365,0
7081,59,856,1
7081,61,706,1
7081,63,861,0
7081,65,521,0
7081,68,474,37
7081,69,805,2
7081,72,75,0
7081,73,544,0
7083,-1,0,0
7083,3,793,0
7083,4,385,5
7083,5,605,0
7083,7,536,2
7083,11,676,3
7083,17,378,0
7083,18,817,1
7083,19,700,1
7083,26,507,4
7083,32,522,2
7083,34,275,1
7083,45,559,0
7083,46,825,0
7083,47,549,1
7083,50,317,0
7083,55,152,42
7083,56,365,0
7083,59,856,1
7083,61,706,1
7083,63,816,1
7083,65,521,0
7083,68,373,0
7083,69,592,1
7083,72,7,3
7083,73,91,1
7092,-1,1,1
7092,3,793,0
7092,4,618,0
7092,5,605,0
7092,7,2,9
7092,11,735,0
7092,17,378,0
7092,18,158,3
7092,19,254,9
7092,26,268,0
7092,32,286,1
7092,45,559,0
7092,46,825,0
7092,47,549,1
7092,50,240,1
7092,55,267,0
7092,56,365,0
7092,59,856,1
7092,61,898,2
7092,63,861,0
7092,65,521,0
7092,68,351,1
7092,69,885,4
7092,72,75,0
7092,73,544,0
7095,-1,1,1
7095,2,53,0
7095,23,510,0
7095,31,713,1
7095,36,830,2
7095,37,45,3
7095,38,138,0
7095,39,731,0
7095,42,409,0
7095,47,512,4
7095,49,465,0
7095,50,317,0
7095,51,597,0
7095,55,267,0
7095,56,365,0
7095,61,706,1
7095,67,349,0
7095,68,351,1
7095,73,544,0
7096,-1,1,1
7096,4,618,0
7096,6,778,2
7096,7,284,13
7096,17,378,0
7096,24,588,1
7096,29,386,1
7096,47,516,2
7096,50,901,2
7096,53,444,2
7096,55,267,0
7096,56,365,0
7096,60,831,1
7096,61,706,1
7096,62,801,0
7096,63,861,0
7096,65,521,0
7096,68,351,1
7096,69,592,1
7096,72,75,0
7096,73,544,0
7108,-1,1,1
7108,3,793,0
7108,4,618,0
7108,5,605,0
7108,7,452,4
7108,15,133,0
7108,17,378,0
7108,19,700,1
7108,26,268,0
7108,32,286,1
7108,34,275,1
7108,41,145,5
7108,44,615,3
7108,45,559,0
7108,46,825,0
7108,47,36,3
7108,50,317,0
7108,55,704,1
7108,56,365,0
7108,61,706,1
7108,63,861,0
7108,65,521,0
7108,68,97,36
7108,69,780,3
7108,72,219,2
7108,73,544,0
7109,-1,1,1
7109,3,793,0
7109,4,618,0
7109,5,605,0
7109,7,798,1
7109,11,109,1
7109,17,378,0
7109,18,79,2
7109,19,765,3
7109,26,268,0
7109,32,286,1
7109,45,559,0
7109,46,825,0
7109,47,549,1
7109,50,240,1
7109,55,267,0
7109,56,365,0
7109,59,180,0
7109,61,462,0
7109,63,861,0
7109,65,521,0
7109,68,745,10
7109,69,780,3
7109,72,75,0
7109,73,544,0
7111,-1,0,0
7111,2,851,3
7111,23,510,0
7111,31,768,0
7111,36,824,1
7111,38,818,1
7111,39,731,0
7111,40,717,0
7111,42,409,0
7111,47,884,8
7111,49,465,0
7111,50,317,0
7111,55,167,39
7111,56,365,0
7111,61,706,1
7111,66,886,1
7111,67,382,1
7111,68,351,1
7111,73,544,0
7146,-1,1,1
7146,3,793,0
7146,4,385,5
7146,5,605,0
7146,7,777,10
7146,15,656,6
7146,17,378,0
7146,19,668,2
7146,26,113,1
7146,32,902,0
7146,34,275,1
7146,41,145,5
7146,44,509,5
7146,45,559,0
7146,46,825,0
7146,47,36,3
7146,50,317,0
7146,55,129,8
7146,56,153,7
7146,61,898,2
7146,63,816,1
7146,65,521,0
7146,68,479,28
7146,69,592,1
7146,72,557,9
7146,73,544,0
7153,-1,0,0
7153,3,793,0
7153,4,618,0
7153,5,605,0
7153,7,536,2
7153,15,584,1
7153,17,378,0
7153,19,765,3
7153,26,113,1
7153,30,847,4
7153,30,194,2
7153,30,478,3
7153,32,352,3
7153,41,145,5
7153,44,509,5
7153,45,559,0
7153,46,783,1
7153,47,36,3
7153,50,317,0
7153,55,267,0
7153,56,365,0
7153,61,706,1
7153,63,861,0
7153,65,521,0
7153,68,204,30
7153,69,805,2
7153,72,75,0
7153,73,544,0
7154,-1,0,0
7154,3,793,0
7154,4,618,0
7154,5,605,0
7154,7,798,1
7154,17,378,0
7154,18,289,0
7154,19,765,3
7154,22,881,0
7154,26,113,1
7154,32,902,0
7154,45,559,0
7154,46,825,0
7154,47,218,0
7154,50,317,0
7154,55,267,0
7154,56,365,0
7154,59,856,1
7154,63,861,0
7154,65,521,0
7154,68,745,10
7154,69,499,7
7154,72,75,0
7154,73,544,0
7155,-1,1,1
7155,3,793,0
7155,4,618,0
7155,5,605,0
7155,7,536,2
7155,11,513,6
7155,17,378,0
7155,18,79,2
7155,19,769,6
7155,26,268,0
7155,32,902,0
7155,45,559,0
7155,46,825,0
7155,47,549,1
7155,50,317,0
7155,55,267,0
7155,56,365,0
7155,59,98,3
7155,61,706,1
7155,63,861,0
7155,65,521,0
7155,68,106,26
7155,69,499,7
7155,72,75,0
7155,73,544,0
7164,-1,0,0
7164,4,618,0
7164,7,394,5
7164,12,438,0
7164,15,133,0
7164,17,378,0
7164,21,430,3
7164,46,825,0
7164,47,96,6
7164,50,317,0
7164,55,267,0
7164,56,365,0
7164,61,462,0
7164,62,15,1
7164,63,861,0
7164,65,521,0
7164,68,351,1
7164,69,805,2
7164,72,75,0
7164,73,544,0
7165,-1,1,1
7165,3,793,0
7165,4,618,0
7165,5,605,0
7165,7,798,1
7165,11,109,1
7165,17,378,0
7165,18,289,0
7165,19,765,3
7165,26,268,0
7165,32,286,1
7165,34,275,1
7165,45,559,0
7165,46,825,0
7165,47,549,1
7165,50,901,2
7165,55,823,3
7165,56,161,1
7165,59,180,0
7165,61,706,1
7165,63,861,0
7165,65,521,0
7165,68,351,1
7165,69,805,2
7165,72,649,1
7165,73,544,0
7167,-1,0,0
7167,4,618,0
7167,7,452,4
7167,12,410,1
7167,15,584,1
7167,17,378,0
7167,21,657,4
7167,34,275,1
7167,46,825,0
7167,47,96,6
7167,50,317,0
7167,55,448,11
7167,56,365,0
7167,61,706,1
7167,62,801,0
7167,63,861,0
7167,65,610,1
7167,68,373,0
7167,69,592,1
7167,72,7,3
7167,73,91,1
7168,-1,1,1
7168,3,793,0
7168,4,618,0
7168,5,605,0
7168,7,452,4
7168,11,513,6
7168,17,378,0
7168,18,79,2
7168,19,769,6
7168,26,268,0
7168,32,902,0
7168,45,559,0
7168,46,825,0
7168,47,549,1
7168,50,317,0
7168,55,267,0
7168,56,239,3
7168,59,387,2
7168,61,462,0
7168,63,861,0
7168,65,521,0
7168,68,103,3
7168,69,740,5
7168,72,75,0
7168,73,544,0
7171,-1,1,1
7171,3,793,0
7171,4,618,0
7171,5,605,0
7171,7,798,1
7171,11,109,1
7171,17,378,0
7171,18,817,1
7171,19,765,3
7171,26,268,0
7171,32,286,1
7171,45,559,0
7171,46,825,0
7171,47,549,1
7171,50,317,0
7171,55,267,0
7171,56,365,0
7171,59,180,0
7171,61,706,1
7171,63,861,0
7171,65,521,0
7171,68,895,5
7171,69,805,2
7171,72,75,0
7171,73,544,0
7173,-1,1,1
7173,3,793,0
7173,4,618,0
7173,5,605,0
7173,7,490,7
7173,11,859,2
7173,17,378,0
7173,18,817,1
7173,19,723,8
7173,26,113,1
7173,32,902,0
7173,45,559,0
7173,46,825,0
7173,47,549,1
7173,50,240,1
7173,55,267,0
7173,56,365,0
7173,59,180,0
7173,61,706,1
7173,63,861,0
7173,65,521,0
7173,68,659,27
7173,69,592,1
7173,72,75,0
7173,73,544,0
7175,-1,1,1
7175,3,793,0
7175,4,618,0
7175,5,605,0
7175,7,838,12
7175,15,133,0
7175,17,378,0
7175,19,112,4
7175,26,268,0
7175,32,902,0
7175,41,145,5
7175,44,509,5
7175,45,559,0
7175,46,825,0
7175,47,36,3
7175,50,240,1
7175,55,704,1
7175,56,365,0
7175,61,706,1
7175,63,861,0
7175,65,521,0
7175,68,351,1
7175,69,780,3
7175,72,655,12
7175,73,544,0
7181,-1,0,0
7181,3,793,0
7181,4,618,0
7181,5,605,0
7181,7,536,2
7181,11,308,4
7181,17,378,0
7181,18,289,0
7181,19,769,6
7181,26,268,0
7181,32,352,3
7181,34,275,1
7181,45,559,0
7181,46,825,0
7181,47,549,1
7181,50,317,0
7181,55,129,8
7181,56,365,0
7181,59,180,0
7181,61,706,1
7181,63,861,0
7181,65,521,0
7181,68,745,10
7181,69,592,1
7181,72,655,12
7181,73,544,0
7184,-1,1,1
7184,2,53,0
7184,23,510,0
7184,31,768,0
7184,36,858,0
7184,37,245,2
7184,38,138,0
7184,39,772,3
7184,42,409,0
7184,47,512,4
7184,49,806,1
7184,50,240,1
7184,51,624,8
7184,55,129,8
7184,56,365,0
7184,61,706,1
7184,67,566,2
7184,68,596,13
7184,73,544,0
7204,-1,0,0
7204,4,618,0
7204,6,778,2
7204,7,2,9
7204,17,378,0
7204,24,588,1
7204,29,123,0
7204,47,516,2
7204,50,317,0
7204,53,444,2
7204,55,129,8
7204,56,365,0
7204,60,3,2
7204,62,801,0
7204,63,861,0
7204,65,550,2
7204,68,702,18
7204,69,362,8
7204,72,75,0
7204,73,544,0
7209,-1,1,1
7209,3,793,0
7209,4,618,0
7209,5,605,0
7209,7,837,0
7209,11,735,0
7209,17,378,0
7209,18,158,3
7209,19,545,13
7209,26,268,0
7209,32,352,3
7209,45,559,0
7209,46,825,0
7209,47,549,1
7209,50,317,0
7209,55,267,0
7209,56,365,0
7209,59,856,1
7209,61,462,0
7209,63,861,0
7209,65,521,0
7209,68,351,1
7209,69,538,0
7209,72,75,0
7209,73,544,0
7211,-1,0,0
7211,4,618,0
7211,7,394,5
7211,24,588,1
7211,28,437,0
7211,29,123,0
7211,33,873,2
7211,47,123,5
7211,50,240,1
7211,53,444,2
7211,55,267,0
7211,56,365,0
7211,61,462,0
7211,62,801,0
7211,63,861,0
7211,68,351,1
7211,69,805,2
7211,72,75,0
7211,73,544,0
7212,-1,1,1
7212,4,618,0
7212,7,619,3
7212,12,438,0
7212,15,451,2
7212,17,378,0
7212,21,224,0
7212,46,825,0
7212,47,96,6
7212,50,317,0
7212,55,267,0
7212,56,365,0
7212,61,706,1
7212,62,801,0
7212,63,861,0
7212,65,521,0
7212,68,474,37
7212,69,780,3
7212,72,75,0
7212,73,544,0
7217,-1,1,1
7217,3,793,0
7217,4,618,0
7217,5,605,0
7217,7,837,0
7217,11,735,0
7217,17,378,0
7217,18,158,3
7217,19,700,1
7217,26,268,0
7217,32,902,0
7217,45,559,0
7217,46,825,0
7217,47,549,1
7217,50,240,1
7217,55,267,0
7217,56,365,0
7217,59,180,0
7217,61,706,1
7217,63,861,0
7217,65,521,0
7217,68,279,25
7217,69,709,9
7217,72,75,0
7217,73,544,0
7218,-1,0,0
7218,3,793,0
7218,4,618,0
7218,5,605,0
7218,7,2,9
7218,11,109,1
7218,17,378,0
7218,18,158,3
7218,19,700,1
7218,26,268,0
7218,32,286,1
7218,45,559,0
7218,46,825,0
7218,47,549,1
7218,50,317,0
7218,55,267,0
7218,56,365,0
7218,59,856,1
7218,61,706,1
7218,63,861,0
7218,65,521,0
7218,68,222,2
7218,69,885,4
7218,72,75,0
7218,73,544,0
7219,-1,1,1
7219,4,618,0
7219,7,394,5
7219,24,588,1
7219,28,415,3
7219,29,386,1
7219,33,873,2
7219,47,123,5
7219,50,240,1
7219,53,6,1
7219,55,267,0
7219,56,365,0
7219,61,462,0
7219,62,801,0
7219,63,861,0
7219,68,739,4
7219,69,805,2
7219,72,75,0
7219,73,544,0
7222,-1,1,1
7222,3,793,0
7222,4,618,0
7222,5,605,0
7222,7,452,4
7222,15,584,1
7222,17,378,0
7222,19,765,3
7222,26,400,2
7222,32,286,1
7222,34,275,1
7222,41,145,5
7222,44,509,5
7222,45,559,0
7222,46,882,2
7222,47,36,3
7222,50,317,0
7222,55,439,40
7222,56,365,0
7222,61,706,1
7222,63,861,0
7222,65,521,0
7222,68,864,31
7222,69,740,5
7222,72,7,3
7222,73,91,1
7225,-1,0,0
7225,3,793,0
7225,4,331,6
7225,5,605,0
7225,7,798,1
7225,15,451,2
7225,17,378,0
7225,19,628,12
7225,26,126,6
7225,32,286,1
7225,34,275,1
7225,41,145,5
7225,44,51,4
7225,45,559,0
7225,46,825,0
7225,47,36,3
7225,50,317,0
7225,55,704,1
7225,56,365,0
7225,61,706,1
7225,63,816,1
7225,65,579,6
7225,68,744,9
7225,69,780,3
7225,72,219,2
7225,73,544,0
7229,-1,1,1
7229,3,793,0
7229,4,618,0
7229,5,605,0
7229,7,452,4
7229,15,584,1
7229,17,378,0
7229,19,765,3
7229,26,113,1
7229,32,902,0
7229,34,275,1
7229,41,151,0
7229,44,556,0
7229,45,559,0
7229,46,825,0
7229,47,36,3
7229,50,240,1
7229,55,674,27
7229,56,365,0
7229,61,706,1
7229,63,861,0
7229,65,521,0
7229,68,40,40
7229,69,592,1
7229,72,655,12
7229,73,544,0
7237,-1,1,1
7237,3,793,0
7237,4,618,0
7237,5,605,0
7237,7,619,3
7237,8,323,0
7237,10,724,0
7237,17,378,0
7237,25,850,0
7237,26,268,0
7237,32,902,0
7237,45,559,0
7237,46,825,0
7237,47,273,10
7237,50,317,0
7237,55,267,0
7237,56,365,0
7237,57,12,4
7237,58,299,0
7237,59,387,2
7237,61,706,1
7237,63,861,0
7237,68,726,35
7237,69,639,6
7237,72,75,0
7237,73,544,0
7240,-1,1,1
7240,3,793,0
7240,4,618,0
7240,5,605,0
7240,7,298,24
7240,8,157,3
7240,10,724,0
7240,17,378,0
7240,25,687,1
7240,26,268,0
7240,32,902,0
7240,45,559,0
7240,46,825,0
7240,47,273,10
7240,50,317,0
7240,55,267,0
7240,56,365,0
7240,57,135,0
7240,58,299,0
7240,59,387,2
7240,61,59,4
7240,63,861,0
7240,68,373,0
7240,69,538,0
7240,72,75,0
7240,73,544,0
7244,-1,1,1
7244,3,793,0
7244,4,719,1
7244,5,605,0
7244,7,414,15
7244,8,636,1
7244,14,857,8
7244,17,378,0
7244,25,687,1
7244,26,268,0
7244,32,902,0
7244,45,559,0
7244,46,825,0
7244,47,842,13
7244,50,317,0
7244,55,267,0
7244,56,365,0
7244,57,623,1
7244,58,634,1
7244,61,706,1
7244,63,840,8
7244,68,679,32
7244,69,592,1
7244,70,108,2
7244,72,75,0
7244,73,544,0
7246,-1,1,1
7246,3,793,0
7246,4,618,0
7246,5,605,0
7246,7,452,4
7246,15,584,1
7246,17,378,0
7246,19,112,4
7246,26,113,1
7246,30,482,1
7246,30,564,0
7246,32,902,0
7246,34,275,1
7246,41,181,1
7246,44,515,1
7246,45,559,0
7246,46,882,2
7246,47,36,3
7246,50,317,0
7246,55,374,15
7246,56,365,0
7246,61,706,1
7246,63,861,0
7246,65,521,0
7246,68,97,36
7246,69,592,1
7246,72,7,3
7246,73,91,1
7248,-1,1,1
7248,4,618,0
7248,7,490,7
7248,12,410,1
7248,15,584,1
7248,17,378,0
7248,21,24,1
7248,46,825,0
7248,47,96,6
7248,50,317,0
7248,55,267,0
7248,56,365,0
7248,61,462,0
7248,62,801,0
7248,63,861,0
7248,65,521,0
7248,68,351,1
7248,69,592,1
7248,72,75,0
7248,73,544,0
7250,-1,1,1
7250,4,618,0
7250,7,394,5
7250,24,588,1
7250,28,437,0
7250,29,123,0
7250,33,211,7
7250,47,123,5
7250,50,317,0
7250,53,6,1
7250,55,267,0
7250,56,365,0
7250,61,462,0
7250,62,801,0
7250,63,861,0
7250,68,351,1
7250,69,805,2
7250,72,75,0
7250,73,544,0
7251,-1,1,1
7251,2,53,0
7251,23,510,0
7251,31,768,0
7251,36,830,2
7251,37,443,1
7251,38,440,4
7251,39,731,0
7251,42,409,0
7251,47,512,4
7251,49,465,0
7251,50,317,0
7251,51,597,0
7251,55,267,0
7251,56,365,0
7251,61,706,1
7251,67,382,1
7251,68,351,1
7251,73,544,0
7254,-1,1,1
7254,2,53,0
7254,23,510,0
7254,31,768,0
7254,36,824,1
7254,37,245,2
7254,38,818,1
7254,39,795,1
7254,47,720,14
7254,49,465,0
7254,50,317,0
7254,55,267,0
7254,56,365,0
7254,61,706,1
7254,64,188,3
7254,67,382,1
7254,68,351,1
7254,71,41,2
7254,73,544,0
7256,-1,1,1
7256,3,793,0
7256,4,618,0
7256,5,605,0
7256,7,452,4
7256,11,735,0
7256,17,378,0
7256,18,158,3
7256,19,254,9
7256,26,268,0
7256,32,902,0
7256,45,559,0
7256,46,825,0
7256,47,549,1
7256,50,240,1
7256,55,267,0
7256,56,365,0
7256,59,180,0
7256,61,462,0
7256,63,861,0
7256,65,521,0
7256,68,373,0
7256,69,592,1
7256,72,75,0
7256,73,544,0
7265,-1,1,1
7265,3,793,0
7265,4,618,0
7265,5,605,0
7265,7,798,1
7265,11,109,1
7265,17,378,0
7265,18,289,0
7265,19,765,3
7265,26,268,0
7265,32,286,1
7265,34,275,1
7265,45,559,0
7265,46,825,0
7265,47,549,1
7265,50,317,0
7265,55,704,1
7265,56,365,0
7265,59,180,0
7265,61,706,1
7265,63,861,0
7265,65,521,0
7265,68,351,1
7265,69,805,2
7265,72,371,11
7265,73,544,0
7274,-1,1,1
7274,2,53,0
7274,23,510,0
7274,31,768,0
7274,36,830,2
7274,37,443,1
7274,38,138,0
7274,39,731,0
7274,42,409,0
7274,47,512,4
7274,49,465,0
7274,50,317,0
7274,51,457,2
7274,55,267,0
7274,56,365,0
7274,61,59,4
7274,67,72,4
7274,68,351,1
7274,73,544,0
7278,-1,1,1
7278,3,793,0
7278,4,618,0
7278,5,605,0
7278,7,2,9
7278,11,735,0
7278,17,378,0
7278,18,158,3
7278,19,148,0
7278,26,268,0
7278,32,902,0
7278,45,559,0
7278,46,825,0
7278,47,549,1
7278,50,317,0
7278,55,267,0
7278,56,365,0
7278,59,856,1
7278,61,462,0
7278,63,861,0
7278,65,521,0
7278,68,351,1
7278,69,885,4
7278,72,75,0
7278,73,544,0
7282,-1,1,1
7282,3,793,0
7282,4,618,0
7282,5,472,4
7282,7,798,1
7282,17,378,0
7282,18,289,0
7282,19,148,0
7282,22,270,1
7282,26,268,0
7282,32,902,0
7282,45,559,0
7282,46,825,0
7282,47,218,0
7282,50,317,0
7282,55,230,20
7282,56,365,0
7282,59,180,0
7282,61,706,1
7282,63,593,14
7282,65,521,0
7282,68,702,18
7282,69,639,6
7282,72,75,0
7282,73,544,0
7289,-1,1,1
7289,3,793,0
7289,4,618,0
7289,5,605,0
7289,7,452,4
7289,8,157,3
7289,10,871,4
7289,17,378,0
7289,25,687,1
7289,26,268,0
7289,32,902,0
7289,45,681,4
7289,46,825,0
7289,47,273,10
7289,50,317,0
7289,55,267,0
7289,56,365,0
7289,57,135,0
7289,58,299,0
7289,59,387,2
7289,61,706,1
7289,63,861,0
7289,68,679,32
7289,69,639,6
7289,72,75,0
7289,73,544,0
7291,-1,1,1
7291,4,618,0
7291,7,619,3
7291,12,410,1
